customer_id,age,gender,tenure_years,segment,branch,account_type,balance,num_accounts,num_products,has_loan,loan_outstanding,has_investment,has_credit_card,avg_monthly_credits,avg_monthly_debits,num_txn_3m,num_txn_6m,num_txn_12m,days_since_txn,days_since_login,low_balance_days,nps_score,complaint_count,digital_banking_active,last_branch_visit_days,salary_diverted,account_closed,customer_status,risk_level,risk_signal_count,sig_salary_diverted,sig_txn_inactive,sig_low_balance,sig_complaints,sig_digital_inactive,sig_fd_maturing,sig_low_nps,exit_week,exit_type,attrition_flag
CUST01380,41,Male,10,SME,Barka,FD,99950.69,1,2,1,36256.02,0,0,13751.93,5838.21,22,33,71,373,31,1,39,0,1,32,0,0,Churned,Churned,1,0,1,0,0,0,0,0,14,Extended Inactivity,1
CUST01381,26,Male,1,Retail,Muscat South,Savings,4684.86,1,4,1,20762.91,1,1,494.79,398.12,21,36,72,51,21,1,72,0,1,78,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01382,56,Female,3,HNI,Sur,FD,185652.57,1,2,0,0.0,0,1,24556.7,11775.21,15,32,70,383,18,2,71,0,1,245,0,0,Churned,Churned,1,0,1,0,0,0,0,0,14,Extended Inactivity,1
CUST01383,31,Male,15,SME,Muscat South,FD,17154.99,4,2,1,25199.21,0,0,2780.6,2511.13,33,47,62,38,8,6,35,0,1,136,0,1,Churned,Churned,0,0,0,0,0,0,0,0,15,Account Closure,1
CUST01384,26,Female,12,Retail,Muscat Main,RD,13142.4,3,2,0,0.0,1,0,615.9,417.74,14,14,42,527,45,9,42,2,1,205,0,0,Churned,Churned,2,0,1,0,1,0,0,0,48,Extended Inactivity,1
CUST01385,45,Female,3,Retail,Muscat North,RD,13711.3,4,2,1,1717.92,0,0,992.04,500.09,15,20,25,320,52,28,66,1,1,79,0,1,Churned,Churned,1,0,1,0,0,0,0,0,12,Account Closure,1
CUST01386,39,Female,24,HNI,Nizwa,FD,107515.96,1,3,1,34398.92,0,1,7443.94,6932.2,20,28,41,267,48,29,26,0,1,631,0,0,Inactive,Medium,2,0,1,0,0,0,0,1,0,None,0
CUST01387,63,Male,2,SME,Muscat Main,RD,94498.48,3,4,1,17614.96,1,1,4082.98,2175.43,2,8,45,144,533,16,54,3,0,623,0,0,Active,High,4,0,1,0,1,1,1,0,0,None,0
CUST01388,58,Male,15,HNI,Muscat South,FD,214400.73,2,1,0,0.0,0,0,26501.09,23059.08,24,38,48,24,23,260,83,0,1,602,0,0,Active,Low,1,0,0,1,0,0,0,0,0,None,0
CUST01389,51,Female,4,Retail,Muscat Main,Savings,10122.34,3,3,0,0.0,1,1,907.15,700.59,34,36,41,97,4,29,55,1,1,636,1,0,Active,High,2,1,1,0,0,0,0,0,0,None,0
CUST01390,37,Male,11,SME,Ibri,Savings,73737.94,1,4,1,34732.12,1,1,6461.75,3070.63,20,36,52,176,41,13,71,1,1,723,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01391,35,Female,10,Retail,Barka,Savings,3868.9,2,3,1,15367.09,1,0,668.2,571.41,16,32,36,265,5,7,4,0,1,53,0,0,Inactive,Medium,2,0,1,0,0,0,0,1,0,None,0
CUST01392,56,Female,9,Retail,Muscat South,Savings,9379.27,3,3,0,0.0,1,1,1501.09,1305.67,30,39,80,149,13,67,21,2,1,438,0,1,Churned,Churned,4,0,1,1,1,0,0,1,32,Account Closure,1
CUST01393,36,Male,14,Retail,Muscat South,FD,14973.99,3,2,1,16590.37,0,0,2075.09,1855.44,31,45,60,124,8,5,69,1,1,706,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01394,39,Male,9,SME,Sur,RD,61761.56,4,2,0,0.0,1,0,4753.25,1971.83,13,35,66,53,19,127,63,0,1,447,0,0,Active,Low,1,0,0,1,0,0,0,0,0,None,0
CUST01395,38,Female,17,Retail,Ibri,RD,5802.96,2,4,1,21967.93,1,1,433.73,337.47,33,38,55,191,50,16,44,0,1,41,0,0,Inactive,Medium,2,0,1,0,0,0,1,0,0,None,0
CUST01396,47,Female,1,Retail,Sohar,Savings,5987.54,3,1,0,0.0,0,0,657.72,541.19,15,29,65,153,38,11,56,5,1,515,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01397,35,Male,8,SME,Barka,Current,53619.12,2,3,0,0.0,1,1,9744.4,7309.93,16,30,58,548,35,16,68,3,1,100,0,0,Churned,Churned,2,0,1,0,1,0,0,0,28,Extended Inactivity,1
CUST01398,45,Female,4,Retail,Salalah,Savings,11863.43,3,2,0,0.0,0,1,960.14,829.21,29,40,47,174,195,10,39,1,0,76,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01399,23,Female,8,Retail,Muscat Main,Savings,10668.08,3,2,0,0.0,1,0,1639.44,1111.06,34,37,47,397,311,8,34,0,0,729,0,0,Churned,Churned,2,0,1,0,0,1,0,0,31,Extended Inactivity,1
CUST01400,52,Male,16,Retail,Rustaq,Savings,3411.15,3,2,1,6672.86,0,0,665.4,495.5,3,13,56,530,40,1,20,1,1,401,0,0,Churned,Churned,2,0,1,0,0,0,0,1,48,Extended Inactivity,1
CUST01401,51,Male,7,Retail,Barka,Current,12895.38,4,3,1,20460.86,0,1,2491.43,1800.78,34,39,42,688,34,5,82,0,1,557,0,0,Churned,Churned,1,0,1,0,0,0,0,0,9,Extended Inactivity,1
CUST01402,44,Female,20,HNI,Ibri,RD,158754.41,1,3,1,110240.13,0,1,12769.59,10440.71,32,37,73,260,9,1,66,2,1,45,0,0,Inactive,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01403,29,Female,5,SME,Barka,Current,43435.9,3,1,0,0.0,0,0,2951.93,1223.44,31,42,64,91,159,0,88,1,0,586,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01404,51,Female,7,Retail,Muscat Main,Savings,10336.42,3,4,1,14478.26,1,1,1208.81,730.5,20,33,70,596,671,23,20,0,0,506,0,0,Churned,Churned,3,0,1,0,0,1,0,1,39,Extended Inactivity,1
CUST01405,64,Male,10,HNI,Rustaq,FD,121243.02,1,4,1,166189.29,1,1,21010.87,11192.69,34,40,50,39,11,14,67,0,1,659,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01406,48,Female,18,SME,Muscat South,Savings,50081.04,1,2,1,10451.6,0,0,2655.05,1593.19,14,36,42,6,17,24,28,1,1,490,0,0,Active,Low,1,0,0,0,0,0,0,1,0,None,0
CUST01407,41,Female,3,Retail,Muscat Main,Current,8966.71,2,2,1,14161.87,0,0,1289.75,1044.73,20,43,67,26,16,1,88,5,1,703,0,0,Active,Low,1,0,0,0,1,0,0,0,0,None,0
CUST01408,51,Female,17,SME,Sohar,FD,51157.86,4,2,0,0.0,1,0,5622.07,5319.87,24,25,31,407,27,8,100,1,1,370,0,0,Churned,Churned,1,0,1,0,0,0,0,0,42,Extended Inactivity,1
CUST01409,46,Male,13,Retail,Muscat Main,Current,13318.44,2,2,1,20043.58,0,0,650.29,535.66,23,24,27,82,17,28,77,0,1,39,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01410,40,Male,21,HNI,Muscat North,RD,137058.56,2,1,0,0.0,0,0,9685.59,5064.74,1,25,39,569,722,29,40,1,0,600,0,0,Churned,Churned,2,0,1,0,0,1,0,0,24,Extended Inactivity,1
CUST01411,56,Male,19,SME,Muscat North,Current,9012.6,1,2,1,38720.5,0,0,1384.43,652.41,15,20,47,106,59,24,29,1,1,260,0,0,Active,Medium,2,0,1,0,0,0,0,1,0,None,0
CUST01412,46,Male,16,SME,Barka,Current,51984.94,4,2,0,0.0,0,1,6633.49,3311.44,20,40,59,170,105,2,52,1,0,101,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01413,23,Male,9,Retail,Nizwa,Current,6496.76,2,1,0,0.0,0,0,621.67,314.08,17,26,61,372,11,205,53,3,1,254,0,0,Churned,Churned,3,0,1,1,1,0,0,0,15,Extended Inactivity,1
CUST01414,34,Female,19,SME,Rustaq,Current,74287.57,2,1,0,0.0,0,0,5379.1,4385.94,29,39,75,389,36,19,66,1,1,541,0,0,Churned,Churned,1,0,1,0,0,0,0,0,26,Extended Inactivity,1
CUST01415,38,Male,15,Retail,Muscat Main,Savings,7558.31,4,4,1,22246.09,1,1,1422.11,583.87,2,22,65,165,535,8,60,0,0,47,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01416,29,Female,5,Retail,Ibri,Savings,12200.0,2,3,1,11019.16,0,1,1379.33,1107.2,19,20,44,110,50,9,50,1,1,699,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01417,59,Male,9,Retail,Muscat Main,Savings,7489.9,2,2,0,0.0,0,1,1009.03,453.32,17,37,51,100,52,16,44,2,1,75,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01418,41,Female,6,SME,Muscat North,Savings,11869.86,2,3,1,31165.39,1,0,1248.9,811.88,13,22,54,391,56,322,36,1,1,359,0,0,Churned,Churned,2,0,1,1,0,0,0,0,34,Extended Inactivity,1
CUST01419,24,Male,9,Retail,Ibri,RD,10128.13,4,2,0,0.0,0,1,613.42,505.79,7,7,32,14,12,4,64,0,1,76,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01420,37,Female,18,HNI,Muscat Main,FD,67253.13,3,2,1,122581.02,0,0,12513.02,10686.46,11,35,70,216,598,11,12,0,0,614,0,0,Inactive,High,3,0,1,0,0,1,0,1,0,None,0
CUST01421,28,Female,19,SME,Rustaq,Current,88681.55,1,2,1,37725.02,0,0,10116.22,9480.53,16,22,45,90,47,15,57,2,1,587,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01422,22,Female,11,Retail,Sohar,Savings,10970.38,3,3,1,9549.88,0,1,1746.95,964.42,4,21,62,140,43,356,55,0,1,365,0,0,Active,Medium,2,0,1,1,0,0,0,0,0,None,0
CUST01423,40,Male,3,Retail,Salalah,Savings,12498.81,3,2,0,0.0,1,0,1253.49,780.39,34,40,79,101,32,7,45,5,1,567,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01424,37,Male,17,Retail,Rustaq,Savings,4908.09,2,4,1,22674.98,1,1,623.78,509.96,17,32,50,171,56,25,67,0,1,112,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01425,54,Female,4,Retail,Sohar,Savings,8621.29,4,3,1,13194.92,0,1,863.07,715.88,1,2,38,89,45,9,71,1,1,452,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01426,43,Male,2,SME,Muscat North,Current,64719.4,4,1,0,0.0,0,0,4280.95,3558.16,28,51,75,135,55,23,59,0,1,4,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01427,22,Female,8,Retail,Sohar,Savings,1022.85,4,2,1,4069.24,0,0,105.46,73.39,13,14,56,160,19,12,100,0,1,53,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01428,36,Male,18,SME,Muscat Main,Current,28159.54,1,2,0,0.0,1,0,5044.41,4549.28,1,15,19,291,37,1,39,0,1,273,0,0,Inactive,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01429,28,Male,12,Retail,Barka,Savings,362.36,2,2,0,0.0,0,1,42.49,29.2,15,19,43,147,33,25,39,0,1,25,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01430,38,Female,15,SME,Sohar,Current,55489.87,1,3,1,53887.8,0,1,8790.63,4999.59,12,15,39,82,237,20,45,0,0,216,0,0,Active,Low,1,0,0,0,0,1,0,0,0,None,0
CUST01431,55,Female,11,HNI,Sohar,Current,184274.81,4,3,1,51466.76,1,0,16645.94,7548.24,18,34,77,35,11,23,89,2,1,385,0,0,Active,Low,1,0,0,0,1,0,0,0,0,None,0
CUST01432,29,Female,9,SME,Muscat South,Current,99457.57,4,1,0,0.0,0,0,9272.04,8536.75,27,47,85,152,35,10,62,5,1,103,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01433,28,Male,16,SME,Ibri,Current,84387.42,4,3,1,46421.46,1,0,4165.84,2423.45,19,19,30,664,20,10,12,1,1,576,0,0,Churned,Churned,2,0,1,0,0,0,0,1,40,Extended Inactivity,1
CUST01434,47,Female,19,SME,Sur,Current,73513.06,1,4,1,19379.0,1,1,5734.82,5095.42,9,18,23,21,21,5,47,3,1,248,0,0,Active,Low,1,0,0,0,1,0,0,0,0,None,0
CUST01435,41,Female,3,Retail,Sohar,Current,14300.89,4,1,0,0.0,0,0,1537.9,1147.99,18,41,49,133,18,9,36,2,1,678,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01436,22,Male,8,Retail,Salalah,Current,12717.66,1,3,0,0.0,1,1,917.2,499.05,6,27,37,143,57,7,87,0,1,105,1,0,Active,High,2,1,1,0,0,0,0,0,0,None,0
CUST01437,32,Male,12,Retail,Muscat South,Current,12598.5,2,2,0,0.0,1,0,2318.22,1897.04,29,42,60,152,4,22,32,0,1,74,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01438,24,Male,5,Retail,Ibri,Savings,7099.96,4,2,1,12153.48,0,0,1043.41,809.89,30,49,79,667,44,2,49,2,1,138,0,0,Churned,Churned,2,0,1,0,1,0,0,0,37,Extended Inactivity,1
CUST01439,44,Female,13,SME,Barka,FD,46952.09,2,1,0,0.0,0,0,4897.24,4452.36,21,25,52,19,8,13,20,1,1,718,0,0,Active,Low,1,0,0,0,0,0,0,1,0,None,0
CUST01440,48,Male,9,Retail,Nizwa,Current,8955.13,1,1,0,0.0,0,0,1194.58,606.94,3,6,13,134,37,4,53,1,1,514,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01441,43,Female,12,SME,Rustaq,Current,58172.24,4,2,1,42296.99,0,0,10275.4,6506.53,28,44,53,115,13,26,96,1,1,530,1,0,Active,High,2,1,1,0,0,0,0,0,0,None,0
CUST01442,52,Male,7,Retail,Rustaq,Savings,6570.44,2,3,1,10822.87,1,0,618.3,308.47,6,23,63,98,117,14,31,0,0,719,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01443,48,Female,11,SME,Sohar,Savings,55408.48,2,2,0,0.0,0,1,5029.7,3736.16,28,40,79,387,6,6,75,0,1,287,0,0,Churned,Churned,1,0,1,0,0,0,0,0,20,Extended Inactivity,1
CUST01444,49,Female,13,Retail,Salalah,Current,5407.01,3,3,1,20707.48,0,1,637.41,538.65,33,54,78,63,20,24,45,0,1,95,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01445,45,Male,5,Retail,Salalah,Savings,3785.99,2,3,0,0.0,1,1,634.44,335.64,4,15,57,134,55,19,49,1,1,206,0,1,Churned,Churned,1,0,1,0,0,0,0,0,41,Account Closure,1
CUST01446,30,Male,8,SME,Muscat South,RD,28006.0,3,1,0,0.0,0,0,4712.89,3376.41,3,12,55,165,17,16,68,0,1,83,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01447,50,Male,16,HNI,Ibri,FD,274623.21,1,1,0,0.0,0,0,30455.48,17007.1,31,48,62,107,359,25,37,0,0,310,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01448,48,Male,9,Retail,Nizwa,FD,3103.57,2,3,1,2642.91,0,1,160.07,111.13,25,47,55,312,579,16,33,0,0,508,0,0,Inactive,High,3,0,1,0,0,1,1,0,0,None,0
CUST01449,50,Male,16,Retail,Sohar,Savings,2299.32,1,2,0,0.0,1,0,367.3,336.08,4,12,46,329,332,21,30,1,0,197,0,0,Inactive,High,3,0,1,0,0,1,0,1,0,None,0
CUST01450,50,Female,17,Retail,Ibri,Current,10415.37,3,3,1,1581.58,0,1,1699.2,1398.05,28,41,55,38,368,24,87,0,0,527,0,0,Active,Low,1,0,0,0,0,1,0,0,0,None,0
CUST01451,38,Male,10,Retail,Sohar,Current,7989.81,3,3,1,6401.42,0,1,326.71,228.51,7,7,15,20,7,20,73,1,1,98,1,0,Active,High,1,1,0,0,0,0,0,0,0,None,0
CUST01452,42,Male,16,SME,Barka,Current,17149.26,3,2,0,0.0,0,1,2144.09,1478.42,0,9,47,84,646,25,76,2,0,286,0,0,Active,Medium,2,0,0,0,1,1,0,0,0,None,0
CUST01453,61,Male,9,SME,Muscat Main,Current,61902.55,2,2,1,8066.8,0,0,4972.03,2059.51,10,24,59,134,42,4,77,1,1,688,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01454,50,Male,5,Retail,Salalah,FD,7027.54,4,2,1,20185.86,0,0,342.27,304.77,14,37,55,105,9,18,67,3,1,265,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01455,45,Female,8,Retail,Sur,Savings,5109.7,4,2,0,0.0,1,0,869.61,783.32,8,31,71,10,96,8,14,0,0,604,0,0,Active,Medium,2,0,0,0,0,1,0,1,0,None,0
CUST01456,24,Male,16,Retail,Ibri,FD,3400.59,4,1,0,0.0,0,0,549.47,335.12,19,42,55,122,27,13,36,0,1,572,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01457,47,Male,16,HNI,Muscat South,FD,175641.05,3,2,0,0.0,0,1,7773.8,6456.61,33,50,57,8,44,13,60,0,1,212,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01458,24,Male,5,Retail,Muscat North,Savings,4251.46,3,3,0,0.0,1,1,267.26,243.84,24,39,44,60,52,6,52,0,1,662,1,0,Active,High,1,1,0,0,0,0,0,0,0,None,0
CUST01459,41,Female,5,SME,Muscat North,Savings,21133.1,4,3,1,16035.42,0,1,3389.53,3186.84,11,11,37,560,37,19,32,0,1,702,0,0,Churned,Churned,1,0,1,0,0,0,0,0,51,Extended Inactivity,1
CUST01460,35,Female,13,Retail,Muscat South,FD,13401.42,3,2,0,0.0,1,0,1442.32,1136.36,15,35,66,195,7,3,19,3,1,405,0,0,Inactive,High,3,0,1,0,1,0,0,1,0,None,0
CUST01461,39,Male,16,Retail,Barka,Current,6306.19,1,2,0,0.0,1,0,446.02,260.2,15,29,39,107,376,26,26,5,0,571,0,0,Active,High,4,0,1,0,1,1,0,1,0,None,0
CUST01462,42,Female,2,Retail,Salalah,Savings,4062.09,1,3,1,23293.98,1,0,655.02,278.54,18,25,56,63,1,18,33,0,1,116,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01463,35,Female,11,HNI,Nizwa,Savings,185891.76,4,3,1,165530.04,0,1,7740.3,3528.92,23,24,68,85,267,27,56,4,0,650,1,0,Active,High,3,1,0,0,1,1,0,0,0,None,0
CUST01464,50,Female,15,Retail,Muscat South,Current,10798.74,1,1,0,0.0,0,0,584.32,426.46,15,29,59,14,36,26,59,0,1,253,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01465,38,Male,5,Retail,Nizwa,Savings,13210.49,1,2,0,0.0,0,1,1270.95,535.39,34,56,96,28,35,0,46,0,1,92,1,0,Active,High,1,1,0,0,0,0,0,0,0,None,0
CUST01466,40,Female,13,SME,Rustaq,Current,86201.33,4,3,1,38500.92,0,1,9997.58,8757.96,2,13,27,136,15,26,81,1,1,696,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01467,49,Female,7,Retail,Sohar,Current,13148.5,4,4,1,5669.52,1,1,1618.46,885.35,19,23,25,171,724,0,63,0,0,481,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01468,49,Male,6,HNI,Rustaq,FD,157175.06,1,2,1,43063.2,0,0,25633.08,20514.62,6,21,34,403,32,12,58,2,1,547,0,0,Churned,Churned,2,0,1,0,1,0,0,0,23,Extended Inactivity,1
CUST01469,55,Male,9,Retail,Ibri,Savings,9208.96,2,3,1,2937.07,0,1,1708.8,1457.41,6,24,38,117,51,28,59,3,1,212,1,0,Active,High,3,1,1,0,1,0,0,0,0,None,0
CUST01470,51,Male,17,Retail,Muscat North,Savings,1400.16,2,1,0,0.0,0,0,277.04,208.48,30,47,69,95,176,4,47,1,0,173,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01471,47,Male,17,Retail,Muscat North,Current,8534.24,2,3,1,13097.8,0,1,1540.32,820.33,21,37,56,172,36,16,37,2,1,299,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01472,31,Male,10,Retail,Barka,Current,9652.48,4,2,1,16094.91,0,0,922.16,660.58,21,37,49,309,577,27,51,0,0,479,0,0,Inactive,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01473,45,Female,2,Retail,Muscat North,Savings,9736.82,3,3,1,15642.89,1,0,766.04,391.25,6,13,23,41,55,7,59,0,1,382,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01474,53,Female,5,Retail,Muscat North,Savings,11726.02,1,3,1,1605.72,0,1,967.42,720.55,9,17,42,78,718,360,72,0,0,226,0,0,Active,Medium,2,0,0,1,0,1,0,0,0,None,0
CUST01475,24,Male,4,Retail,Muscat South,Savings,1602.23,4,2,1,3088.06,0,0,226.63,99.78,11,21,44,681,118,0,98,4,0,165,0,0,Churned,Churned,3,0,1,0,1,1,0,0,36,Extended Inactivity,1
CUST01476,28,Male,1,Retail,Nizwa,Savings,4322.7,2,3,0,0.0,1,1,296.31,154.16,14,33,72,145,715,11,78,1,0,93,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01477,41,Female,7,Retail,Muscat North,Savings,10457.35,4,1,0,0.0,0,0,1518.54,1387.95,22,23,49,134,516,10,28,1,0,637,0,0,Active,High,3,0,1,0,0,1,0,1,0,None,0
CUST01478,35,Male,1,Retail,Nizwa,Savings,8962.71,3,2,0,0.0,1,0,641.99,335.35,29,37,40,718,52,3,14,3,1,695,0,0,Churned,Churned,3,0,1,0,1,0,0,1,19,Extended Inactivity,1
CUST01479,48,Male,10,Retail,Muscat Main,Current,14251.9,1,4,1,1604.59,1,1,2343.51,2031.93,8,26,50,165,46,195,78,1,1,485,0,0,Active,Medium,2,0,1,1,0,0,0,0,0,None,0
CUST01480,37,Female,5,Retail,Barka,Savings,11805.85,3,2,0,0.0,0,1,1758.09,1482.49,9,23,56,153,45,18,47,1,1,467,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01481,59,Male,13,Retail,Muscat North,RD,7170.5,3,2,1,18859.26,0,0,451.73,209.44,33,49,77,491,11,16,34,2,1,210,0,0,Churned,Churned,2,0,1,0,1,0,0,0,42,Extended Inactivity,1
CUST01482,33,Male,9,Retail,Muscat North,RD,8099.46,1,3,0,0.0,1,1,556.0,496.09,4,10,17,160,260,7,85,0,0,455,0,0,Active,High,3,0,1,0,0,1,1,0,0,None,0
CUST01483,35,Female,17,Retail,Muscat North,Savings,9963.54,3,2,0,0.0,1,0,1110.7,709.03,13,29,57,76,450,4,45,1,0,729,0,0,Active,Low,1,0,0,0,0,1,0,0,0,None,0
CUST01484,22,Female,9,Retail,Ibri,Current,351.38,1,2,0,0.0,1,0,36.24,29.57,24,26,33,29,56,20,47,2,1,654,0,0,Active,Low,1,0,0,0,1,0,0,0,0,None,0
CUST01485,31,Male,3,Retail,Muscat Main,Current,5590.35,1,2,1,8130.05,0,0,709.98,464.07,13,34,40,59,32,0,35,0,1,463,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01486,30,Female,16,Retail,Muscat South,Savings,2004.15,3,2,0,0.0,1,0,266.83,110.55,27,37,70,394,4,22,5,2,1,319,0,0,Churned,Churned,3,0,1,0,1,0,0,1,21,Extended Inactivity,1
CUST01487,50,Female,6,Retail,Sur,Savings,3743.72,4,3,1,23988.2,1,0,359.84,339.43,10,25,60,11,46,8,29,1,1,723,0,0,Active,Low,1,0,0,0,0,0,0,1,0,None,0
CUST01488,34,Male,13,Retail,Muscat Main,RD,12476.71,1,2,0,0.0,0,1,1206.75,584.4,10,12,53,29,58,7,36,0,1,198,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01489,29,Female,14,Retail,Salalah,Savings,8317.38,2,1,0,0.0,0,0,1606.87,732.57,21,39,59,47,50,5,13,1,1,486,0,0,Active,Low,1,0,0,0,0,0,0,1,0,None,0
CUST01490,33,Male,16,Retail,Muscat Main,Current,12934.81,3,1,0,0.0,0,0,1278.86,564.9,15,36,52,128,435,114,51,0,0,383,0,0,Active,High,3,0,1,1,0,1,0,0,0,None,0
CUST01491,53,Male,14,SME,Salalah,Current,70959.0,2,1,0,0.0,0,0,12658.46,10422.85,20,25,36,415,15,16,60,0,1,628,0,1,Churned,Churned,1,0,1,0,0,0,0,0,26,Account Closure,1
CUST01492,51,Male,9,Retail,Sur,Savings,12128.05,1,3,1,1863.84,0,1,1688.81,869.34,21,38,63,66,5,14,70,1,1,690,0,0,Active,Safe,0,0,0,0,0,0,0,0,0,None,0
CUST01493,28,Male,3,SME,Nizwa,FD,59454.59,1,2,0,0.0,0,1,7678.34,3465.6,17,26,63,135,472,28,38,0,0,465,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01494,23,Male,8,Retail,Muscat Main,FD,2658.27,1,3,0,0.0,1,1,337.21,189.78,8,28,65,682,34,16,8,1,1,406,0,0,Churned,Churned,2,0,1,0,0,0,0,1,22,Extended Inactivity,1
CUST01495,59,Female,3,SME,Muscat Main,Current,77479.46,2,2,0,0.0,0,1,5273.39,4869.34,8,19,44,184,3,12,47,0,1,84,0,0,Inactive,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01496,36,Male,10,Retail,Muscat Main,Savings,10620.35,2,3,1,3575.06,1,0,1355.39,841.45,17,37,70,64,26,21,22,0,1,255,0,0,Active,Low,1,0,0,0,0,0,0,1,0,None,0
CUST01497,52,Female,1,Retail,Muscat South,Savings,4655.52,2,1,0,0.0,0,0,839.84,634.52,9,22,66,123,26,20,49,1,1,33,0,0,Active,Low,1,0,1,0,0,0,0,0,0,None,0
CUST01498,23,Male,7,Retail,Salalah,FD,5752.21,1,4,1,14273.03,1,1,792.94,492.79,25,30,67,128,408,2,69,1,0,719,0,0,Active,Medium,2,0,1,0,0,1,0,0,0,None,0
CUST01499,45,Female,16,Retail,Muscat North,Current,14058.01,2,2,1,12690.57,0,0,1964.82,1199.75,4,10,41,120,607,19,38,0,0,323,1,0,Active,High,3,1,1,0,0,1,0,0,0,None,0
CUST01500,57,Male,4,Retail,Nizwa,Savings,10646.85,1,3,1,17766.73,0,1,660.19,584.97,19,38,72,20,527,22,48,0,0,240,0,0,Active,Low,1,0,0,0,0,1,0,0,0,None,0
CUST01501,44,Male,17,SME,Muscat Main,Current,53410.26,2,4,1,9371.87,1,1,8707.82,4296.67,31,55,89,405,14,19,9,0,1,240,0,0,Churned,Churned,2,0,1,0,0,0,0,1,48,Extended Inactivity,1
CUST01502,59,Female,10,SME,Muscat Main,Current,88636.61,4,2,1,10884.14,0,0,4315.07,3074.7,24,27,66,116,1,27,46,0,1,471,1,0,Active,High,2,1,1,0,0,0,0,0,0,None,0
CUST01503,57,Female,23,HNI,Muscat Main,Current,161322.89,4,3,1,66648.93,0,1,26470.87,23885.39,2,19,28,116,58,3,100,3,1,101,0,0,Active,Medium,2,0,1,0,1,0,0,0,0,None,0
CUST01504,59,Male,12,Retail,Sohar,FD,13717.03,1,3,1,23705.86,0,1,800.57,369.16,13,17,31,485,17,19,62,2,1,636,0,0,Churned,Churned,2,0,1,0,1,0,0,0,3,Extended Inactivity,1
CUST01505,50,Male,14,Retail,Muscat Main,Savings,10339.83,3,3,1,15358.91,1,0,1523.52,1328.31,19,34,45,240,44,19,32,0,1,654,0,0,Inactive,Low,1,0,1,0,0,0,0,0,0,None,0
